RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Target
Charles Byrd,Darren Stewart,-170.0,150.0,58.8235,150.0,0
Diego Sanchez,Craig White,175.0,-210.0,175.0,47.619,1
Jim Miller,Alex White,155.0,-175.0,155.0,57.1429,1
Irene Aldana,Lucie Pudilova,-110.0,-110.0,90.9091,90.9091,1
Roberto Sanchez,Jarred Brooks,175.0,-190.0,175.0,52.6316,0
Justin Gaethje,James Vick,120.0,-140.0,120.0,71.4286,1
Michael Johnson,Andre Fili,100.0,-120.0,100.0,83.3333,1
Cortney Casey,Angela Hill,115.0,-135.0,115.0,74.0741,1
Jake Ellenberger,Bryan Barberena,335.0,-420.0,335.0,23.8095,0
John Moraga,Deiveson Figueiredo,150.0,-170.0,150.0,58.8235,0
Eryk Anders,Tim Williams,-1200.0,775.0,8.3333,775.0,1
James Krause,Warlley Alves,270.0,-330.0,270.0,30.303,1
Cory Sandhagen,Iuri Alcantara,-200.0,170.0,50.0,170.0,1
Andrew Sanchez,Markus Perez,-140.0,120.0,71.4286,120.0,1
Mickey Gall,George Sullivan,-325.0,295.0,30.7692,295.0,1
Joanne Calderwood,Kalindra Faria,-185.0,160.0,54.0541,160.0,1
Drew Dober,Jon Tuck,-240.0,200.0,41.6667,200.0,1
Rani Yahya,Luke Sanders,-105.0,-115.0,95.2381,86.9565,1
TJ Dillashaw,Cody Garbrandt,-125.0,105.0,80.0,105.0,1
Demetrious Johnson,Henry Cejudo,-470.0,375.0,21.2766,375.0,0
Cub Swanson,Renato Moicano,250.0,-300.0,250.0,33.3333,0
Polyana Viana,JJ Aldrich,-155.0,135.0,64.5161,135.0,0
Thiago Santos,Kevin Holland,-340.0,280.0,29.4118,280.0,1
Pedro Munhoz,Brett Johns,-210.0,175.0,47.619,175.0,1
Ricky Simon,Montel Jackson,105.0,-125.0,105.0,80.0,1
Ricardo Ramos,Kyung Ho Kang,-275.0,235.0,36.3636,235.0,1
Matt Sayles,Sheymon Moraes,-140.0,120.0,71.4286,120.0,0
Alex Perez,Jose Torres,-120.0,100.0,83.3333,100.0,1
Danielle Taylor,Weili Zhang,260.0,-320.0,260.0,31.25,0
Marlon Vera,Wuliji Buren,-470.0,375.0,21.2766,375.0,1
Eddie Alvarez,Dustin Poirier,135.0,-155.0,135.0,64.5161,0
Jose Aldo,Jeremy Stephens,100.0,-120.0,100.0,83.3333,1
Joanna Jedrzejczyk,Tecia Torres,-320.0,260.0,31.25,260.0,1
Alexander Hernandez,Olivier Aubin-Mercier,-110.0,-110.0,90.9091,90.9091,1
Jordan Mein,Alex Morono,-150.0,130.0,66.6667,130.0,1
Hakeem Dawodu,Austin Arnett,-470.0,375.0,21.2766,375.0,1
Kajan Johnson,Islam Makhachev,450.0,-600.0,450.0,16.6667,0
Gadzhimurad Antigulov,Ion Cutelaba,115.0,-135.0,115.0,74.0741,0
John Makdessi,Ross Pearson,-235.0,195.0,42.5532,195.0,1
Alexis Davis,Katlyn Chookagian,140.0,-160.0,140.0,62.5,0
Dustin Ortiz,Matheus Nicolau,170.0,-200.0,170.0,50.0,1
Randa Markos,Nina Ansaroff,120.0,-140.0,120.0,71.4286,0
Devin Powell,Alvaro Herrera,-105.0,-115.0,95.2381,86.9565,1
Mauricio Rua,Anthony Smith,-150.0,130.0,66.6667,130.0,0
Glover Teixeira,Corey Anderson,-120.0,100.0,83.3333,100.0,0
Vitor Miranda,Abu Azaitar,175.0,-210.0,175.0,47.619,0
Marcin Tybura,Stefan Struve,-190.0,165.0,52.6316,165.0,1
Danny Roberts,David Zawada,-210.0,175.0,47.619,175.0,1
Nasrat Haqparast,Marc Diakiese,140.0,-160.0,140.0,62.5,1
Nick Hein,Damir Hadzovic,-150.0,130.0,66.6667,130.0,0
Emil Meek,Bartosz Fabinski,-140.0,120.0,71.4286,120.0,0
Khalid Taha,Nad Narimani,180.0,-220.0,180.0,45.4545,0
Justin Ledet,Aleksandar Rakic,-105.0,-115.0,95.2381,86.9565,0
Davey Grant,Manny Bermudez,260.0,-320.0,260.0,31.25,0
Jeremy Kimball,Darko Stosic,190.0,-230.0,190.0,43.4783,0
Damian Stasiak,Liu Pingyuan,-125.0,105.0,80.0,105.0,0
Junior Dos Santos,Blagoy Ivanov,-190.0,165.0,52.6316,165.0,1
Sage Northcutt,Zak Ottow,-125.0,-105.0,80.0,95.2381,1
Dennis Bermudez,Rick Glenn,-185.0,160.0,54.0541,160.0,0
Randy Brown,Niko Price,-130.0,110.0,76.9231,110.0,0
Myles Jury,Chad Mendes,100.0,-120.0,100.0,83.3333,0
Cat Zingano,Marion Reneau,-110.0,-110.0,90.9091,90.9091,1
Eddie Wineland,Alejandro Perez,155.0,-175.0,155.0,57.1429,0
Darren Elkins,Alexander Volkanovski,180.0,-220.0,180.0,45.4545,0
Justin Scoggins,Said Nurmagomedov,-105.0,-115.0,95.2381,86.9565,0
Kurt Holobaugh,Raoni Barcelos,-165.0,145.0,60.6061,145.0,0
Liz Carmouche,Jennifer Maia,-115.0,-105.0,86.9565,95.2381,1
Mark De La Rosa,Elias Garcia,115.0,-135.0,115.0,74.0741,1
Jessica Aguilar,Jodie Esquibel,150.0,-170.0,150.0,58.8235,1
Stipe Miocic,Daniel Cormier,-160.0,140.0,62.5,140.0,0
Francis Ngannou,Derrick Lewis,-310.0,255.0,32.2581,255.0,0
Paul Felder,Mike Perry,-170.0,150.0,58.8235,150.0,0
Michael Chiesa,Anthony Pettis,-175.0,155.0,57.1429,155.0,0
Gokhan Saki,Khalil Rountree Jr.,-160.0,140.0,62.5,140.0,0
Uriah Hall,Paulo Costa,245.0,-290.0,245.0,34.4828,0
Raphael Assuncao,Rob Font,-140.0,120.0,71.4286,120.0,1
Lando Vannata,Drakkar Klose,-200.0,170.0,50.0,170.0,0
Curtis Millender,Max Griffin,-170.0,150.0,58.8235,150.0,1
Dan Hooker,Gilbert Burns,-115.0,-105.0,86.9565,95.2381,1
Jamie Moyle,Emily Whitmire,-185.0,160.0,54.0541,160.0,0
Brad Tavares,Israel Adesanya,-105.0,-115.0,95.2381,86.9565,0
Michael Trizano,Joe Giannetti,130.0,-150.0,130.0,66.6667,1
Jay Cucciniello,Brad Katona,220.0,-260.0,220.0,38.4615,0
Alex Caceres,Martin Bravo,-130.0,110.0,76.9231,110.0,1
Roxanne Modafferi,Barb Honchak,130.0,-150.0,130.0,66.6667,1
Alessio Di Chirico,Julian Marquez,115.0,-135.0,115.0,74.0741,1
Montana De La Rosa,Rachael Ostovich,-145.0,125.0,68.9655,125.0,1
Luis Pena,Richie Smullen,-380.0,315.0,26.3158,315.0,1
John Gunther,Allan Zuniga,-130.0,110.0,76.9231,110.0,1
Tyler Diamond,Bryce Mitchell,120.0,-140.0,120.0,71.4286,0
Matt Bessette,Steven Peterson,-125.0,105.0,80.0,105.0,0
Gerald Meerschaert,Oskar Piechota,180.0,-220.0,180.0,45.4545,1
Donald Cerrone,Leon Edwards,215.0,-255.0,215.0,39.2157,0
Ovince Saint Preux,Tyson Pedro,125.0,-145.0,125.0,68.9655,1
Jessica-Rose Clark,Jessica Eye,-165.0,145.0,60.6061,145.0,0
Li Jingliang,Daichi Abe,-245.0,205.0,40.8163,205.0,1
Teruto Ishihara,Petr Yan,450.0,-600.0,450.0,16.6667,0
Felipe Arantes,Song Yadong,-105.0,-115.0,95.2381,86.9565,0
Rolando Dy,Shane Young,145.0,-165.0,145.0,60.6061,0
Song Kenan,Hector Aldana,-290.0,245.0,34.4828,245.0,1
Shinsho Anzai,Jake Matthews,450.0,-600.0,450.0,16.6667,0
Viviane Pereira,Yan Xiaonan,-165.0,145.0,60.6061,145.0,0
Matt Schnell,Naoki Inoue,165.0,-190.0,165.0,52.6316,1
Jenel Lausa,Ulka Sasaki,200.0,-240.0,200.0,41.6667,0
Ji Yeon Kim,Melinda Fabian,-170.0,150.0,58.8235,150.0,1
Robert Whittaker,Yoel Romero,-275.0,235.0,36.3636,235.0,1
Rafael Dos Anjos,Colby Covington,115.0,-135.0,115.0,74.0741,0
Holly Holm,Megan Anderson,-145.0,125.0,68.9655,125.0,1
Andrei Arlovski,Tai Tuivasa,190.0,-230.0,190.0,43.4783,0
CM Punk,Mike Jackson,165.0,-190.0,165.0,52.6316,0
Alistair Overeem,Curtis Blaydes,170.0,-200.0,170.0,50.0,0
Claudia Gadelha,Carla Esparza,-270.0,230.0,37.037,230.0,1
Ricardo Lamas,Mirsad Bektic,205.0,-245.0,205.0,40.8163,0
Rashad Coulter,Chris de la Rocha,-115.0,-105.0,86.9565,95.2381,0
Rashad Evans,Anthony Smith,188.0,-205.0,188.0,48.7805,0
Joseph Benavidez,Sergio Pettis,-200.0,170.0,50.0,170.0,0
Clay Guida,Charles Oliveira,120.0,-140.0,120.0,71.4286,0
Mike Santiago,Dan Ige,-110.0,-110.0,90.9091,90.9091,0
Jimmie Rivera,Marlon Moraes,-120.0,100.0,83.3333,100.0,0
Gregor Gillespie,Vinc Pichel,-400.0,325.0,25.0,325.0,1
Walt Harris,Daniel Spitz,-220.0,180.0,45.4545,180.0,1
Jake Ellenberger,Ben Saunders,-160.0,140.0,62.5,140.0,0
Julio Arce,Daniel Teymur,-185.0,160.0,54.0541,160.0,1
Gian Villante,Sam Alvey,135.0,-155.0,135.0,64.5161,0
Sijara Eubanks,Lauren Murphy,-210.0,175.0,47.619,175.0,1
Nik Lentz,David Teymur,250.0,-300.0,250.0,33.3333,0
Belal Muhammad,Chance Rencountre,-450.0,360.0,22.2222,360.0,1
Desmond Green,Gleison Tibau,-1200.0,600.0,8.3333,600.0,1
Johnny Eduardo,Nathaniel Wood,205.0,-245.0,205.0,40.8163,0
Jarred Brooks,Jose Torres,125.0,-145.0,125.0,68.9655,0
Stephen Thompson,Darren Till,-150.0,130.0,66.6667,130.0,0
Neil Magny,Craig White,-750.0,525.0,13.3333,525.0,1
Arnold Allen,Mads Burnell,-245.0,205.0,40.8163,205.0,1
Jason Knight,Makwan Amirkhani,-170.0,150.0,58.8235,150.0,0
Claudio Silva,Nordine Taleb,325.0,-400.0,325.0,25.0,1
Eric Spicely,Darren Stewart,-160.0,140.0,62.5,140.0,0
Daniel Kelly,Tom Breese,315.0,-380.0,315.0,26.3158,0
Lina Lansberg,Gina Mazany,140.0,-160.0,140.0,62.5,1
Bradley Scott,Carlo Pedersoli,120.0,-140.0,120.0,71.4286,0
Gillian Robertson,Molly McCann,135.0,-155.0,135.0,64.5161,1
Elias Theodorou,Trevor Smith,-390.0,320.0,25.641,320.0,1
Demian Maia,Kamaru Usman,415.0,-525.0,415.0,19.0476,0
Alexa Grasso,Tatiana Suarez,425.0,-550.0,425.0,18.1818,0
Jared Cannonier,Dominick Reyes,180.0,-220.0,180.0,45.4545,0
Diego Rivas,Guido Cannetti,-175.0,155.0,57.1429,155.0,0
Veronica Macedo,Andrea Lee,280.0,-340.0,280.0,29.4118,0
Vicente Luque,Chad Laprise,-235.0,195.0,42.5532,195.0,1
Zak Cummings,Michel Prazeres,-190.0,165.0,52.6316,165.0,0
Brandon Moreno,Alexandre Pantoja,-110.0,-110.0,90.9091,90.9091,0
Poliana Botelho,Syuri Kondo,-174.0,164.0,57.4713,164.0,1
Gabriel Benitez,Humberto Bandenay,-155.0,145.0,64.5161,145.0,1
Enrique Barzola,Brandon Davis,-235.0,195.0,42.5532,195.0,1
Henry Briones,Frankie Saenz,280.0,-340.0,280.0,29.4118,0
Claudio Puelles,Felipe Silva,265.0,-325.0,265.0,30.7692,1
Amanda Nunes,Raquel Pennington,-700.0,500.0,14.2857,500.0,1
Jacare Souza,Kelvin Gastelum,-115.0,-105.0,86.9565,95.2381,0
Mackenzie Dern,Amanda Cooper,-260.0,220.0,38.4615,220.0,1
John Lineker,Brian Kelleher,-265.0,225.0,37.7358,225.0,1
Vitor Belfort,Lyoto Machida,165.0,-190.0,165.0,52.6316,0
Cezar Ferreira,Karl Roberson,-150.0,130.0,66.6667,130.0,1
Aleksei Oleinik,Junior Albini,135.0,-145.0,135.0,68.9655,1
Davi Ramos,Nick Hein,-185.0,160.0,54.0541,160.0,1
Elizeu Zaleski dos Santos,Sean Strickland,100.0,-120.0,100.0,83.3333,1
Warlley Alves,Sultan Aliev,-280.0,240.0,35.7143,240.0,1
Thales Leites,Jack Hermansson,110.0,-130.0,110.0,76.9231,0
Alberto Mina,Ramazan Emeev,150.0,-170.0,150.0,58.8235,0
Markus Perez,James Bochnovic,-300.0,250.0,33.3333,250.0,1
Edson Barboza,Kevin Lee,145.0,-165.0,145.0,60.6061,0
Frankie Edgar,Cub Swanson,-275.0,235.0,36.3636,235.0,1
Justin Willis,Chase Sherman,-290.0,245.0,34.4828,245.0,1
David Branch,Thiago Santos,140.0,-160.0,140.0,62.5,1
Aljamain Sterling,Brett Johns,-115.0,-105.0,86.9565,95.2381,1
Jim Miller,Dan Hooker,250.0,-300.0,250.0,33.3333,0
Ryan LaFlare,Alex Garcia,-150.0,130.0,66.6667,130.0,1
Merab Dvalishvili,Ricky Simon,-110.0,-110.0,90.9091,90.9091,0
Siyar Bahadurzada,Luan Chagas,150.0,-170.0,150.0,58.8235,1
Corey Anderson,Patrick Cummins,-165.0,145.0,60.6061,145.0,1
Anthony Rocco Martin,Keita Nakamura,-200.0,170.0,50.0,170.0,1
Dustin Poirier,Justin Gaethje,-125.0,105.0,80.0,105.0,1
Carlos Condit,Alex Oliveira,155.0,-175.0,155.0,57.1429,0
Israel Adesanya,Marvin Vettori,-245.0,205.0,40.8163,205.0,1
Michelle Waterson,Cortney Casey,145.0,-165.0,145.0,60.6061,1
Tim Boetsch,Antonio Carlos Junior,220.0,-260.0,220.0,38.4615,0
Muslim Salikhov,Ricky Rainey,-210.0,175.0,47.619,175.0,1
Wilson Reis,John Moraga,-120.0,100.0,83.3333,100.0,0
Krzysztof Jotko,Brad Tavares,-130.0,110.0,76.9231,110.0,0
Gilbert Burns,Dan Moret,-640.0,470.0,15.625,470.0,1
Shana Dobson,Lauren Mueller,140.0,-160.0,140.0,62.5,0
Dhiego Lima,Yushin Okami,105.0,-125.0,105.0,80.0,0
Arjan Bhullar,Adam Wieczorek,-325.0,265.0,30.7692,265.0,0
Matthew Lopez,Alejandro Perez,-110.0,-110.0,90.9091,90.9091,0
Luke Sanders,Patrick Williams,-430.0,345.0,23.2558,345.0,1
Khabib Nurmagomedov,Al Iaquinta,-640.0,470.0,15.625,470.0,1
Rose Namajunas,Joanna Jedrzejczyk,-110.0,-110.0,90.9091,90.9091,1
Renato Moicano,Calvin Kattar,-115.0,-105.0,86.9565,95.2381,1
Zabit Magomedsharipov,Kyle Bochniak,-700.0,500.0,14.2857,500.0,1
Joe Lauzon,Chris Gruetzemacher,-145.0,125.0,68.9655,125.0,0
Karolina Kowalkiewicz,Felice Herrig,-190.0,165.0,52.6316,165.0,1
Evan Dunham,Olivier Aubin-Mercier,-140.0,120.0,71.4286,120.0,0
Bec Rawlings,Ashlee Evans-Smith,170.0,-200.0,170.0,50.0,0
Devin Clark,Mike Rodriguez,-105.0,-115.0,95.2381,86.9565,1
Fabricio Werdum,Alexander Volkov,-210.0,175.0,47.619,175.0,0
Jimi Manuwa,Jan Blachowicz,-150.0,130.0,66.6667,130.0,0
Tom Duquesnoy,Terrion Ware,-430.0,345.0,23.2558,345.0,1
Leon Edwards,Peter Sobotta,-190.0,165.0,52.6316,165.0,1
John Phillips,Charles Byrd,-115.0,-105.0,86.9565,95.2381,0
Danny Roberts,Oliver Enkamp,-130.0,110.0,76.9231,110.0,1
Danny Henry,Hakeem Dawodu,240.0,-260.0,240.0,38.4615,1
Paul Craig,Magomed Ankalaev,550.0,-800.0,550.0,12.5,1
Stevie Ray,Kajan Johnson,-210.0,175.0,47.619,175.0,0
Mark Godbeer,Dmitry Sosnovskiy,220.0,-260.0,220.0,38.4615,0
Cris Cyborg,Yana Kunitskaya,-1000.0,650.0,10.0,650.0,1
Frankie Edgar,Brian Ortega,-155.0,135.0,64.5161,135.0,0
Sean O'Malley,Andre Soukhamthath,-145.0,125.0,68.9655,125.0,1
Stefan Struve,Andrei Arlovski,-185.0,160.0,54.0541,160.0,0
Cat Zingano,Ketlen Vieira,175.0,-210.0,175.0,47.619,0
Ashley Yoder,Mackenzie Dern,390.0,-490.0,390.0,20.4082,0
Beneil Dariush,Alexander Hernandez,-420.0,335.0,23.8095,335.0,0
John Dodson,Pedro Munhoz,-160.0,140.0,62.5,140.0,1
CB Dollaway,Hector Lombard,-110.0,-110.0,90.9091,90.9091,1
Mike Pyle,Zak Ottow,270.0,-330.0,270.0,30.303,0
Bryan Caraway,Cody Stamann,-105.0,-115.0,95.2381,86.9565,0
Jordan Johnson,Adam Milstead,-255.0,215.0,39.2157,215.0,1
Josh Emmett,Jeremy Stephens,110.0,-130.0,110.0,76.9231,0
Jessica Andrade,Tecia Torres,-250.0,210.0,40.0,210.0,1
Ovince Saint Preux,Ilir Latifi,-165.0,145.0,60.6061,145.0,0
Mike Perry,Max Griffin,-300.0,250.0,33.3333,250.0,0
Renan Barao,Brian Kelleher,-165.0,145.0,60.6061,145.0,0
Sara McMann,Marion Reneau,-190.0,165.0,52.6316,165.0,0
Maryna Moroz,Angela Hill,130.0,-150.0,130.0,66.6667,0
Ben Saunders,Alan Jouban,210.0,-250.0,210.0,40.0,0
Sam Alvey,Marcin Prachnio,180.0,-220.0,180.0,45.4545,1
Rani Yahya,Russell Doane,-220.0,180.0,45.4545,180.0,1
Eric Shelton,Alex Perez,-140.0,120.0,71.4286,120.0,0
Albert Morales,Manny Bermudez,155.0,-175.0,155.0,57.1429,0
Donald Cerrone,Yancy Medeiros,100.0,-120.0,100.0,83.3333,1
Derrick Lewis,Marcin Tybura,-110.0,-110.0,90.9091,90.9091,1
James Vick,Francisco Trinaldo,-210.0,175.0,47.619,175.0,1
Thiago Alves,Curtis Millender,-150.0,130.0,66.6667,130.0,0
Steven Peterson,Brandon Davis,130.0,-150.0,130.0,66.6667,0
Sage Northcutt,Thibault Gouti,-375.0,313.0,26.6667,313.0,1
Jared Gordon,Diego Ferreira,-175.0,155.0,57.1429,155.0,0
Geoff Neal,Brian Camozzi,-210.0,175.0,47.619,175.0,1
Roberto Sanchez,Joby Sanchez,135.0,-145.0,135.0,68.9655,1
Sarah Moras,Lucie Pudilova,130.0,-150.0,130.0,66.6667,0
Joshua Burkman,Alex Morono,300.0,-360.0,300.0,27.7778,0
Oskar Piechota,Tim Williams,-340.0,280.0,29.4118,280.0,1
Yoel Romero,Luke Rockhold,160.0,-185.0,160.0,54.0541,1
Mark Hunt,Curtis Blaydes,165.0,-190.0,165.0,52.6316,0
Tai Tuivasa,Cyril Asker,-275.0,235.0,36.3636,235.0,1
Jake Matthews,Li Jingliang,125.0,-145.0,125.0,68.9655,1
Tyson Pedro,Saparbeg Safarov,-300.0,250.0,33.3333,250.0,1
Damien Brown,Dong Hyun Ma,115.0,-135.0,115.0,74.0741,0
Rob Wilkinson,Israel Adesanya,305.0,-365.0,305.0,27.3973,0
Alexander Volkanovski,Jeremy Kennedy,-200.0,170.0,50.0,170.0,1
Jussier Formiga,Ben Nguyen,-110.0,-110.0,90.9091,90.9091,1
Ross Pearson,Mizuto Hirota,-160.0,140.0,62.5,140.0,1
Teruto Ishihara,Jose Quinonez,135.0,-155.0,135.0,64.5161,0
Luke Jumeau,Daichi Abe,140.0,-160.0,140.0,62.5,1
Lyoto Machida,Eryk Anders,205.0,-245.0,205.0,40.8163,1
Valentina Shevchenko,Priscila Cachoeira,-1100.0,700.0,9.0909,700.0,1
Michel Prazeres,Desmond Green,-120.0,100.0,83.3333,100.0,1
Tim Johnson,Marcelo Golm,150.0,-170.0,150.0,58.8235,1
Douglas Silva de Andrade,Marlon Vera,165.0,-190.0,165.0,52.6316,1
Thiago Santos,Anthony Smith,-255.0,215.0,39.2157,215.0,1
Sergio Moraes,Tim Means,173.0,-205.0,173.0,48.7805,1
Alan Patrick,Damir Hadzovic,-240.0,200.0,41.6667,200.0,1
Maia Stevenson,Polyana Viana,350.0,-440.0,350.0,22.7273,0
Iuri Alcantara,Joe Soto,-120.0,100.0,83.3333,100.0,1
Deiveson Figueiredo,Joseph Morales,110.0,-130.0,110.0,76.9231,1
Jacare Souza,Derek Brunson,120.0,-140.0,120.0,71.4286,1
Dennis Bermudez,Andre Fili,-150.0,130.0,66.6667,130.0,0
Jordan Rinaldi,Gregor Gillespie,425.0,-550.0,425.0,18.1818,0
Drew Dober,Frank Camacho,-140.0,120.0,71.4286,120.0,1
Erik Koch,Bobby Green,155.0,-175.0,155.0,57.1429,0
Mirsad Bektic,Godofredo Pepey,-550.0,425.0,18.1818,425.0,1
Katlyn Chookagian,Mara Romero Borella,-190.0,165.0,52.6316,165.0,1
Randa Markos,Juliana Lima,-155.0,135.0,64.5161,135.0,1
Justine Kish,Ji Yeon Kim,-160.0,140.0,62.5,140.0,0
Vinc Pichel,Joaquim Silva,110.0,-130.0,110.0,76.9231,1
Niko Price,George Sullivan,-365.0,305.0,27.3973,305.0,1
Austin Arnett,Cory Sandhagen,170.0,-200.0,170.0,50.0,0
Stipe Miocic,Francis Ngannou,150.0,-170.0,150.0,58.8235,1
Daniel Cormier,Volkan Oezdemir,-345.0,285.0,28.9855,285.0,1
Calvin Kattar,Shane Burgos,190.0,-230.0,190.0,43.4783,1
Gian Villante,Francimar Barroso,-155.0,135.0,64.5161,135.0,1
Thomas Almeida,Rob Font,-145.0,125.0,68.9655,125.0,0
Kyle Bochniak,Brandon Davis,120.0,-140.0,120.0,71.4286,1
Sabah Homasi,Abdul Razak Alhassan,168.0,-195.0,168.0,51.2821,0
Dustin Ortiz,Alexandre Pantoja,-135.0,115.0,74.0741,115.0,1
Dan Ige,Julio Arce,120.0,-140.0,120.0,71.4286,0
Matt Bessette,Enrique Barzola,245.0,-290.0,245.0,34.4828,0
Islam Makhachev,Gleison Tibau,-290.0,245.0,34.4828,245.0,1
Jeremy Stephens,Dooho Choi,145.0,-165.0,145.0,60.6061,1
Paige VanZant,Jessica-Rose Clark,-120.0,100.0,83.3333,100.0,0
Kamaru Usman,Emil Meek,-750.0,525.0,13.3333,525.0,1
Darren Elkins,Michael Johnson,175.0,-210.0,175.0,47.619,1
James Krause,Alex White,-180.0,158.0,55.5556,158.0,1
Matt Frevola,Polo Reyes,-200.0,185.0,50.0,185.0,0
Talita Bernardo,Irene Aldana,115.0,-135.0,115.0,74.0741,0
Kyung Ho Kang,Guido Cannetti,-290.0,245.0,34.4828,245.0,1
Kalindra Faria,Jessica Eye,115.0,-135.0,115.0,74.0741,0
Danielle Taylor,JJ Aldrich,110.0,-130.0,110.0,76.9231,0
Mads Burnell,Mike Santiago,165.0,-190.0,165.0,52.6316,1
Cris Cyborg,Holly Holm,-325.0,265.0,30.7692,265.0,1
Khabib Nurmagomedov,Edson Barboza,-410.0,330.0,24.3902,330.0,1
Dan Hooker,Marc Diakiese,165.0,-190.0,165.0,52.6316,1
Cynthia Calvillo,Carla Esparza,-220.0,180.0,45.4545,180.0,0
Carlos Condit,Neil Magny,-130.0,110.0,76.9231,110.0,0
Myles Jury,Rick Glenn,-175.0,155.0,57.1429,155.0,1
Louis Smolka,Matheus Nicolau,170.0,-200.0,170.0,50.0,0
Tim Elliott,Mark De La Rosa,-190.0,165.0,52.6316,165.0,1
Robbie Lawler,Rafael Dos Anjos,105.0,-125.0,105.0,80.0,0
Ricardo Lamas,Josh Emmett,-290.0,245.0,34.4828,245.0,0
Santiago Ponzinibbio,Mike Perry,-155.0,135.0,64.5161,135.0,1
Glover Teixeira,Misha Cirkunov,125.0,-145.0,125.0,68.9655,1
Jared Cannonier,Jan Blachowicz,-190.0,165.0,52.6316,165.0,0
Julian Marquez,Darren Stewart,-340.0,280.0,29.4118,280.0,1
Chad Laprise,Galore Bofando,-145.0,125.0,68.9655,125.0,1
Nordine Taleb,Danny Roberts,-155.0,135.0,64.5161,135.0,1
John Makdessi,Abel Trujillo,125.0,-145.0,125.0,68.9655,1
Alessio Di Chirico,Oluwale Bamgbose,-160.0,140.0,62.5,140.0,1
Jordan Mein,Erick Silva,-160.0,140.0,62.5,140.0,1
Cub Swanson,Brian Ortega,100.0,-120.0,100.0,83.3333,0
Jason Knight,Gabriel Benitez,-330.0,270.0,30.303,270.0,0
Marlon Moraes,Aljamain Sterling,-145.0,135.0,68.9655,135.0,1
Scott Holtzman,Darrell Horcher,-145.0,125.0,68.9655,125.0,1
Eryk Anders,Markus Perez,-470.0,375.0,21.2766,375.0,1
Albert Morales,Benito Lopez,105.0,-125.0,105.0,80.0,0
Alexis Davis,Liz Carmouche,105.0,-125.0,105.0,80.0,1
Luke Sanders,Andre Soukhamthath,-345.0,285.0,28.9855,285.0,0
Carls John De Tomas,Alex Perez,335.0,-420.0,335.0,23.8095,0
Frankie Saenz,Merab Dvalishvili,165.0,-190.0,165.0,52.6316,1
Alejandro Perez,Iuri Alcantara,155.0,-175.0,155.0,57.1429,1
Chris Gruetzemacher,Davi Ramos,325.0,-400.0,325.0,25.0,0
Antonio Braga Neto,Trevin Giles,230.0,-270.0,230.0,37.037,0
Max Holloway,Jose Aldo,-260.0,220.0,38.4615,220.0,1
Alistair Overeem,Francis Ngannou,210.0,-230.0,210.0,43.4783,0
Henry Cejudo,Sergio Pettis,-320.0,260.0,31.25,260.0,1
Eddie Alvarez,Justin Gaethje,150.0,-170.0,150.0,58.8235,1
Tecia Torres,Michelle Waterson,-250.0,210.0,40.0,210.0,1
Charles Oliveira,Paul Felder,-135.0,115.0,74.0741,115.0,0
Alex Oliveira,Yancy Medeiros,-390.0,320.0,25.641,320.0,0
David Teymur,Drakkar Klose,-130.0,110.0,76.9231,110.0,1
Felice Herrig,Cortney Casey,-115.0,-105.0,86.9565,95.2381,1
Amanda Cooper,Angela Magana,-525.0,415.0,19.0476,415.0,1
Sabah Homasi,Abdul Razak Alhassan,225.0,-265.0,225.0,37.7358,0
Jeremy Kimball,Dominick Reyes,415.0,-525.0,415.0,19.0476,0
Justin Willis,Allen Crowder,-230.0,190.0,43.4783,190.0,1
Nicco Montano,Roxanne Modafferi,-210.0,175.0,47.619,175.0,1
Sean O'Malley,Terrion Ware,-230.0,190.0,43.4783,190.0,1
Barb Honchak,Lauren Murphy,-240.0,200.0,41.6667,200.0,0
Eric Spicely,Gerald Meerschaert,150.0,-170.0,150.0,58.8235,0
Joe Soto,Brett Johns,145.0,-165.0,145.0,60.6061,0
Christina Marks,Montana De La Rosa,300.0,-360.0,300.0,27.7778,0
Andrew Sanchez,Ryan Janes,-600.0,450.0,16.6667,450.0,0
Karine Gevorgyan,Rachael Ostovich,375.0,-420.0,375.0,23.8095,0
Ariel Beck,Shana Dobson,165.0,-190.0,165.0,52.6316,0
Gillian Robertson,Emily Whitmire,165.0,-190.0,165.0,52.6316,1
Michael Bisping,Kelvin Gastelum,243.0,-285.0,243.0,35.0877,0
Li Jingliang,Zak Ottow,-200.0,170.0,50.0,170.0,1
Wang Guan,Alex Caceres,120.0,-140.0,120.0,71.4286,1
Muslim Salikhov,Alex Garcia,-220.0,180.0,45.4545,180.0,0
Zabit Magomedsharipov,Sheymon Moraes,-500.0,400.0,20.0,400.0,1
Song Kenan,Bobby Nash,250.0,-300.0,250.0,33.3333,1
Kailin Curran,Yan Xiaonan,120.0,-140.0,120.0,71.4286,0
Song Yadong,Bharat Kandare,-160.0,140.0,62.5,140.0,1
Chase Sherman,Shamil Abdurakhimov,105.0,-125.0,105.0,80.0,0
Wu Yanan,Gina Mazany,-130.0,120.0,76.9231,120.0,0
Wuliji Buren,Rolando Dy,140.0,-150.0,140.0,66.6667,0
Cyril Asker,Hu Yaozong,-250.0,210.0,40.0,210.0,1
Fabricio Werdum,Marcin Tybura,-300.0,250.0,33.3333,250.0,1
